name,code,color,hight,img_name,price,country
САТИН BLACK-OUT,1608,св. серый,195,15d0b9d8ca4c460daf6d1b53acabd462.jpg,,
САТИН BLACK-OUT,1854,графит,195,1dca1534cb79c64951f13eb028ae9b25.jpg,,
САТИН BLACK-OUT,2261,св. бежевый,195,573f15e27ce087c7648ed99379e9c103.jpg,,
САТИН BLACK-OUT,5470,т. синий,195,d31004b33ee896c46ebb8f3442700651.jpg,,
САТИН BLACK-OUT,7013,серебро,195,1417973b37ae9403defc56d53b0b5798.jpg,,
САФАРИ,2261,св. бежевый,240,173e960516fe268be2d78c789193d19c.jpg,,
САФАРИ,2406,бежевый,240,ba7490bcd5c30f3c98f29d094fee2f4d.jpg,,
САФАРИ,2868,св. коричневый,240,b427d37d86cdb33da30cac998035919c.jpg,,
САФАРИ,2870,коричневый,240,f9b2144b52deb03e5c2d7a41df8430ee.jpg,,
СИДЕ,225,белый,280,e7087baf8860cfb83312f82ac298597b.jpg,,
СИДЕ,1608,св. серый,280,2cdee8107eb002c7b30114cbd677953a.jpg,,
СИДЕ,2259,магнолия,280,360df9703433630701613ff8b8bc1073.jpg,,
СИДЕ,2406,бежевый,280,521e4195a709e6005aafc49f17cf4754.jpg,,
СИДЕ ВО,225,белый,280,3fc855849a33462895bcf6ca1e334bb7.jpg,,
СИДЕ ВО,1608,св. серый,280,8f2d216da924024536ad48ea3120c576.jpg,,
СИДЕ ВО,2259,магнолия,280,99043dc64e0b68d11a5924ef22201c2e.jpg,,
СИДЕ ВО,2406,бежевый,280,3d56e40fdf416b378e60225f5a2cada8.jpg,,
СИЛКСКРИН,225,белый,240,b03834bab272751ee1b8565a2c162103.jpg,,
СИЛКСКРИН,1608,серый,240,d6a1e48b28908e7cd4a0c1f88a5394aa.jpg,,
СИЛЬВИЯ,1608,св. серый,195,96d5290bafaa35b547f105e56c17474a.jpg,,
СИЛЬВИЯ,2259,магнолия,195,2deb7563f6aa6853b3f4886c40490a52.jpg,,
СИЛЬВИЯ,2261,св. бежевый,195,597472eebc3b4c964cc4e43fbaaaac2a.jpg,,
СКАЗКА,225,белый,200,afd5ca6073c8661ff4cf44f6ff9c858f.jpg,,
СКАНДИ,1852,серый,200,ec3cbca21a09702cc29583d06df0f674.jpg,,
СКАНДИ,5612,бирюзовый,200,a12fde2bf2ac7892b6bf34f23d5236a9.jpg,,
СКАНДИ,5852,салатовый,200,c92f03cd06ff5ade146ec382b177ad0f.jpg,,
СКРИН 1%,225,белый,300,fefd50f8a624ab9fcb2d1b46a5d99bef.jpg,,
СКРИН 1%,1608,св. серый,300,ebbf67ea7f5172cc480180740708f1a5.jpg,,
СКРИН 1%,2261,св. бежевый,300,a20cc50bbab4dbee458fe1fe888760e1.jpg,,
СКРИН 3%,1852,серый,200,097b389d6ea169c538c0126bab4860bb.jpg,,
СКРИН 3%,1852,серый,300,2cc156b87db0cff9784555efa6c419f9.jpg,,
СКРИН 3%,2259,бежевый,300,b002c10523dc8f7965f070e2834ac5a1.jpg,,
СКРИН 5%,225,белый,250,437f1dfe7d958c1909d6c8995b2d6770.jpg,,
СКРИН 5%,225,белый,300,8cd1a82e1d7bcdb5c6d74bed7f932638.jpg,,
СКРИН 5%,1608,св.серый,250,ed779c9f80150c1b02eba4ef41ac2367.jpg,,
СКРИН 5%,1608,св.серый,300,0be50d28cda5fbfbfc26ee3edb217314.jpg,,
СКРИН 5%,1852,серый,200,a29b468c211cbf4c1996a09210cfc427.jpg,,
СКРИН 5%,1852,серый,250,5904d022d036edd90c388ab5a8e2a44c.jpg,,
СКРИН 5%,1852,серый,300,4fc87bf0298881ae6ac4545a059b5b6a.jpg,,
СКРИН 5%,1881,т.серый,300,fb3673a400a79012459ee95ee821a5df.jpg,,
СКРИН 5%,1908,черный,300,812b0f9543640f102a1fab6c86459986.jpg,,
СКРИН 5%,2259,бежевый,250,068f4dc937ba3ce6902acedc0d2e4465.jpg,,
СКРИН 5%,2259,бежевый,300,da944301cf680d3773f42f8e2c38880a.jpg,,
СКРИН 5%,2261,св.бежевый,300,8b524561c175b5c88f0b15827c0f4c89.jpg,,
СКРИН 5%,2406,т.бежевый,250,87dee916d16296217f8aa7cc87006d64.jpg,,
СКРИН 5% ALU,225,белый,250,bc20fce0560af64049c0b96b3127805d.jpg,,
СКРИН 5% ALU,1608,св. серый,250,04d769e2a255591b3fe0aefa3ad44110.jpg,,
СКРИН 5% ALU,2261,св. бежевый,250,7e9222f6f6ec3f70f7886f65aa2ecae2.jpg,,
СОУЛ,225,белый,240,60c9dc95048b0d05c8a931fbc9625a8e.jpg,,
СОУЛ,2261,св.бежевый,240,fa58dffd7e1044cf50b7f642f8af6dcd.jpg,,
СОФИЯ,225,белый,200,43c73517d01d7091c779e2276ba582d0.jpg,,
СОФИЯ,1852,серый,200,cfac417412b8e40c724d1e0217cc29f1.jpg,,
СОФИЯ,2259,магнолия,200,4b16e72cb91159972174c9a9fefc7589.jpg,,
СОФИЯ,2406,бежевый,200,58ab183242c51cab3e5bbd2f9d165464.jpg,,
СФЕРА BLACK-OUT,225,белый,220,15cbe039f0632cb681df24da615c6063.jpg,,
СФЕРА BLACK-OUT,1608,св. серый,220,c21c4e7160f8d6ae018685ffb5feb3ba.jpg,,
СФЕРА BLACK-OUT,2261,ваниль,220,7c4dd592d8872a04591a5b97fd787ef2.jpg,,
СФЕРА BLACK-OUT,2406,бежевый,220,62d9700e8998da3b1605ed37f9b6d7d9.jpg,,
ТАЛЬНИК,1881,темно-серый,250,b4c49f504140d73b989ed93a0ce42de8.png,,
ТАЛЬНИК,2261,светло-бежевый,250,46746f8594e2646e9d795ab6f6a4de1e.jpg,,
ТОЛЕДО,225,белый,200,cb3c42dcfae55ce4f4874a21f29a32f3.jpg,,
ТРОПИК,225,белый,240,cca1dfbd4ae1534dfeb658560982a74c.jpg,,
ТРОПИК,1852,серый,240,a16d8baa022c3f75c532b2ed2ba828df.jpg,,
ФЛОРА,225,белый,200,f01020ee13424f6c9f1eb45bf774296d.jpg,,
ФЛОРА BO,225,белый,200,8a63b5920071dc4705a0ee14a8e393ee.jpg,,
ХАРИЗМА,225,белый,210,3b44a9d9257be5498c34951f2bf2448b.png,,
ХАРИЗМА,7013,серебро,210,2298e8cccb33e178504571bb5ddf505c.jpg,,
ЧЕЛСИ,1907,серый,230,4cfd9aee8b46034f2cc43f9aedcb115d.jpg,,
ЧЕЛСИ,2407,бежевый ,230,f2ca133d126588df99c0705707241f6a.jpg,,
ЧЕЛСИ,4082,св. розовый,230,024d4c81334b90cd294bdf1aeb502cf6.jpg,,
ШАНТУНГ,225,белый,180,9e08bcc471eea2a989f1cc96d5d11d09.png,,
ШАНХАЙ,2868,св.коричневый,180,0dc460ee9f3a9ab804fc4752f69f9b7a.jpg,,
ШАТО,225,белый,230,ee890dbca6c937e927d7d7d702fa73b2.jpg,,
ШАТО,1881,серый,230,3456c1f9042b9f875240b0205a8a2134.jpg,,
ШЁЛК,225,белый,200,bcf536134571f4300d5f907fced5c7b7.jpg,,
ШЁЛК,1608,жемчужно-серый,200,9a134b05832da0a09e4259d8c97382b7.jpg,,
ШЁЛК,2261,св. лимонный,200,2622f219a3841385dffbd1dcccbde4ae.jpg,,
ШЁЛК,2549,св.бежевый,200,45d53006d2f62e90c2ea0062b11a0345.jpg,,
ШЁЛК,2746,т.бежевый,200,af38696d84207c9ed3c2b5297edd1297.jpg,,
ШЁЛК,2871,коричневый,200,d7a6c7dd550f30f08fd22451e9eebeff.jpg,,
ШЁЛК,3465,желтый,200,8e05a716e3405c5065de37c701e0642d.jpg,,
ШЁЛК,4240,персиковый,200,7f273a1d57db074974e53aa8e03fb020.jpg,,
ШЁЛК,4454,бордо,200,b1824d0336f5dc60d94349c829fa1334.jpg,,
ШЁЛК,4803,сиреневый,200,7adc23dae891a8ef2e8982509f39281a.jpg,,
ШЁЛК,5172,морозно-голубой(светлый),200,4e9e802087a69737d2a2133691664c5a.jpg,,
ШЁЛК,5608,св.зеленый,200,98f4c88c7b600162ba0948ca48208d2d.jpg,,
ШЁЛК,5992,бирюзовый,200,723fa20eafa6edb3ff9a16d29d4cad65.jpg,,
ШЁЛК BLACK-OUT,225,белый,200,3496219937cc4724564b32bb861d36b8.jpg,,
ШЁЛК BLACK-OUT,2259,св.бежевый,200,30c5c419713e0a17a98ee652fc01ffb6.jpg,,
ШИКАТАН Путь самурая,1608,серый,180,b81bad64129cdb22e6c8a70f95131ae1.jpg,,
ШИКАТАН Путь самурая,2746,бежевый,180,0ab66b7cdbc8eb7b44df65ca61b68d66.jpg,,
ШИКАТАН Путь самурая,5501,св.зеленый,180,ef8c78b09c16c59dd41d6d195c356f23.jpg,,
ШИКАТАН Чайная церемония,2700,бежевый,180,d64bc4813d4ebe072737d3e0bb84c10f.jpg,,
ШИКАТАН Чайная церемония,2868,св.коричневый,180,679875a02d559452907cd8aae8bf9e38.jpg,,
ЭЛВИС,2261,светло-бежевый 2261,195,1f9c5ee934df475aa8c513461e61c3ec.jpg,,
ЭЛЬБА,225,белый,220,4d1c9b69a843bfb805933d7caeb56c90.jpg,,
ЭЛЬБА,2259,магнолия,220,e5b6fdf2cda05801ab0513e33b01a1d5.jpg,,
ЭЛЬБА,2261,св. бежевый,220,18899e0daba2891aaada28cfff8a90fe.jpg,,
ЭЛЬБА,2840,карамель,220,ca5d7b2e4c9b56bc237d99e3883f42fe.jpg,,
ЭЛЬБА,2870,коричневый,220,64a5d2261e0483454e34a50fd10806e1.jpg,,
ЭЛЬБА,4063,персиковый,220,24ea8e2a5ec83fc9d07cc618f490e52d.jpg,,
ЭЛЬБА,5879,оливковый,220,d13d2af3e337c96fc2cb024b4cd980e5.jpg,,
ЮТА,1608,св. серый,300,671db2d0549bdd7ec9678455c60dfc99.jpg,,
ЮТА,2406,бежевый,300,5f4bc014d9ff45206d7fdc6ce095a68d.jpg,,
ЮТА,2868,св. коричневый,300,5ceb4f009e435a6ec8aa756dbc87fb81.jpg,,
ЮТА BLACK-OUT,1608,св. серый,290,96b4cfb4213d6e3404a9c6b658ba5c8a.jpg,,
ЮТА BLACK-OUT,2259,магнолия,290,888d5ef01e79a4b66f8c7ca4758d30f0.jpg,,
ЮТА BLACK-OUT,2261,св. бежевый,290,235451233dffc5b04a1d740b723a1bfd.jpg,,
ЮТА BLACK-OUT,2406,бежевый,290,de38740dad6e952db975f920dfd998c1.jpg,,
ЮТА BLACK-OUT,2870,коричневый,290,d22aaf5ac23943fd812959d5bfa235f7.jpg,,
ЯМАЙКА,1608,светло-серый,230,d27077687bb8ba163154c2a502864b38.jpg,,
ЯМАЙКА,1852,серый,230,ad27ee4b89a1ca3b3d24f93b66869c89.jpg,,
ЯМАЙКА,1854,графит,230,db4016db33fa952b769488a27561b951.jpg,,
ЯМАЙКА,2261,светло-бежевый,230,4ab5aab30e49504d08b97e4fd87105f9.jpg,,
ЯМАЙКА,2406,бежевый,230,0acaaa5b278f655640a6c7e7a4767789.jpg,,
ЯМАЙКА,2552,кремовый,230,fdb13ff9108f1bab854dbebc26a7d719.jpg,,
ЯМАЙКА,2875,каштановый,230,2570be74f7324e52e3d611ba4416a745.jpg,,
ЯМАЙКА,5173,голубой,230,6573708f556c60d4c8b294c3334acf46.jpg,,
ЯСМИН,1608,св. серый,230,6e61a697804dd2e7135be827148b493c.jpg,,
